publisher,page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,month,year,date
Marvel,34595,Dusk (Demon) (Earth-616),\/Dusk_(Demon)_(Earth-616),,Bad Characters,,,,,Living Characters,9.0,"1994, January",January,1994.0,1994-01-01
Marvel,95513,Foundry (Avatars) (Earth-616),\/Foundry_(Avatars)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,9.0,"1994, December",December,1994.0,1994-12-01
Marvel,26731,Kateri Deseronto (Earth-616),\/Kateri_Deseronto_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,"1994, August",August,1994.0,1994-08-01
Marvel,40054,Lich (Earth-616),\/Lich_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,9.0,"1994, December",December,1994.0,1994-12-01
Marvel,22905,Talos (Earth-616),\/Talos_(Earth-616),Public Identity,,Green Eyes,No Hair,Male Characters,,Living Characters,9.0,"1994, June",June,1994.0,1994-06-01
Marvel,40675,Zefra (Earth-616),\/Zefra_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,9.0,"1994, June",June,1994.0,1994-06-01
Marvel,19590,Derek Smalls (Earth-616),\/Derek_Smalls_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,9.0,"1995, March",March,1995.0,1995-03-01
Marvel,393792,Eelak (Earth-616),\/Eelak_(Earth-616),No Dual Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,9.0,"1995, March",March,1995.0,1995-03-01
Marvel,128128,Hal Flynt (Earth-616),\/Hal_Flynt_(Earth-616),,,,,Female Characters,,Deceased Characters,9.0,"1995, January",January,1995.0,1995-01-01
Marvel,18144,Morfex (Earth-616),\/Morfex_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,9.0,"1995, December",December,1995.0,1995-12-01
Marvel,19581,Wendy Christiansen (Earth-616),\/Wendy_Christiansen_(Earth-616),,,,,Female Characters,,Deceased Characters,9.0,"1995, January",January,1995.0,1995-01-01
Marvel,18358,William Destine (Earth-616),\/William_Destine_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"1995, February",February,1995.0,1995-02-01
Marvel,295594,Amora (Heroes Reborn) (Earth-616),\/Amora_(Heroes_Reborn)_(Earth-616),Public Identity,Bad Characters,Green Eyes,Yellow Hair,Female Characters,,Living Characters,9.0,"1996, November",November,1996.0,1996-11-01
Marvel,503228,Cary St. Lawrence (Earth-616),\/Cary_St._Lawrence_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,9.0,"1996, October",October,1996.0,1996-10-01
Marvel,18329,Daria (Earth-616),\/Daria_(Earth-616),,,Brown Eyes,Bald,Female Characters,,Living Characters,9.0,"1996, October",October,1996.0,1996-10-01
Marvel,7754,Gomurr (Earth-616),\/Gomurr_(Earth-616),,Good Characters,,Bald,Male Characters,,Living Characters,9.0,"1996, February",February,1996.0,1996-02-01
Marvel,348741,Leonard Samson (Heroes Reborn) (Earth-616),\/Leonard_Samson_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,9.0,"1996, November",November,1996.0,1996-11-01
Marvel,2566,Sledge (Earth-616),\/Sledge_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,9.0,"1996, November",November,1996.0,1996-11-01
Marvel,672600,Victor von Doom (Heroes Reborn) (Earth-616),\/Victor_von_Doom_(Heroes_Reborn)_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,"1996, November",November,1996.0,1996-11-01
Marvel,43875,Delphis (Earth-616),\/Delphis_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,9.0,"1997, October",October,1997.0,1997-10-01
Marvel,17498,Hunger (Crown) (Earth-616),\/Hunger_(Crown)_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,9.0,"1997, January",January,1997.0,1997-01-01
Marvel,45614,Lian Goh (Earth-616),\/Lian_Goh_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"1997, September",September,1997.0,1997-09-01
Marvel,2232,M9 (Nina) (Earth-616),\/M9_(Nina)_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,9.0,"1997, February",February,1997.0,1997-02-01
Marvel,27332,Mark Howard (Earth-616),\/Mark_Howard_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,9.0,"1997, March",March,1997.0,1997-03-01
Marvel,3977,Cerebro (Founder) (Earth-616),\/Cerebro_(Founder)_(Earth-616),,,Red Eyes,,,,Deceased Characters,9.0,"1998, October",October,1998.0,1998-10-01
Marvel,321449,Ilaney Brukner (Earth-616),\/Ilaney_Brukner_(Earth-616),,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"1998, July",July,1998.0,1998-07-01
Marvel,79825,Wilhelmina Lumpkin (Earth-616),\/Wilhelmina_Lumpkin_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,9.0,"1998, February",February,1998.0,1998-02-01
Marvel,244811,Aria (Earth-616),\/Aria_(Earth-616),No Dual Identity,Good Characters,White Eyes,Purple Hair,Female Characters,,Deceased Characters,9.0,"1999, January",January,1999.0,1999-01-01
Marvel,264600,Badd Axe (Earth-616),\/Badd_Axe_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,9.0,"1999, September",September,1999.0,1999-09-01
Marvel,36133,Bounty (Humanoid) (Earth-616),\/Bounty_(Humanoid)_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,9.0,"1999, February",February,1999.0,1999-02-01
Marvel,41669,Mercedes Wilson (Earth-616),\/Mercedes_Wilson_(Earth-616),Secret Identity,,Amber Eyes,Red Hair,Female Characters,,Living Characters,9.0,"1999, March",March,1999.0,1999-03-01
Marvel,27142,Pagan (Earth-616),\/Pagan_(Earth-616),,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,9.0,"1999, March",March,1999.0,1999-03-01
Marvel,58633,Ranger (Terrorist) (Earth-616),\/Ranger_(Terrorist)_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,9.0,"1999, January",January,1999.0,1999-01-01
Marvel,484664,Theodore Twaki (Earth-616),\/Theodore_Twaki_(Earth-616),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,9.0,"1999, January",January,1999.0,1999-01-01
Marvel,4051,Yoshiro Hachiman (Earth-616),\/Yoshiro_Hachiman_(Earth-616),,,,,Male Characters,,Living Characters,9.0,"1999, November",November,1999.0,1999-11-01
Marvel,1200,Amanda Mueller (Earth-616),\/Amanda_Mueller_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Female Characters,,Deceased Characters,9.0,"2000, February",February,2000.0,2000-02-01
Marvel,11145,Ameiko Sabuki (Earth-616),\/Ameiko_Sabuki_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,"2000, July",July,2000.0,2000-07-01
Marvel,16751,Ashley Martin (Earth-616),\/Ashley_Martin_(Earth-616),No Dual Identity,,,Blond Hair,Female Characters,,Living Characters,9.0,"2000, August",August,2000.0,2000-08-01
Marvel,17476,Elite (Vigilante Squad) (Earth-616),\/Elite_(Vigilante_Squad)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,9.0,"2000, August",August,2000.0,2000-08-01
Marvel,17494,Hector Ridondo (Earth-616),\/Hector_Ridondo_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,"2000, May",May,2000.0,2000-05-01
Marvel,279940,Neffethesk (Earth-616),\/Neffethesk_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,9.0,"2000, November",November,2000.0,2000-11-01
Marvel,494330,Vradec (Earth-616),\/Vradec_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,9.0,"2000, February",February,2000.0,2000-02-01
Marvel,4435,Maguire Beck (Earth-616),\/Maguire_Beck_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,9.0,"2001, January",January,2001.0,2001-01-01
Marvel,280434,Sharon Ginsberg (Earth-616),\/Sharon_Ginsberg_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,9.0,"2002, October",October,2002.0,2002-10-01
Marvel,16830,Andrea Margulies (Earth-616),\/Andrea_Margulies_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,9.0,"2003, March",March,2003.0,2003-03-01
Marvel,35300,Bobby Soul (Earth-616),\/Bobby_Soul_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,9.0,"2003, November",November,2003.0,2003-11-01
Marvel,57225,Cameron Palmer (Earth-616),\/Cameron_Palmer_(Earth-616),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,9.0,"2003, November",November,2003.0,2003-11-01
Marvel,15910,Dallas Gibson (Earth-616),\/Dallas_Gibson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,9.0,"2003, September",September,2003.0,2003-09-01
Marvel,708657,Elizabeth Kendal (Earth-616),\/Elizabeth_Kendal_(Earth-616),Public Identity,,Brown Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"2003, July",July,2003.0,2003-07-01
Marvel,336144,Gail Collins (Earth-616),\/Gail_Collins_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"2003, December",December,2003.0,2003-12-01
Marvel,708661,Henry Pierce (Earth-616),\/Henry_Pierce_(Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,9.0,"2003, August",August,2003.0,2003-08-01
Marvel,47775,Ian Kendall (Earth-616),\/Ian_Kendall_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,9.0,"2003, August",August,2003.0,2003-08-01
Marvel,16468,Jeffrey Garrett (Earth-616),\/Jeffrey_Garrett_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,9.0,"2003, March",March,2003.0,2003-03-01
Marvel,9056,Robbie Rodriguez (Earth-616),\/Robbie_Rodriguez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,"2003, May",May,2003.0,2003-05-01
Marvel,15905,Callie Betto (Earth-616),\/Callie_Betto_(Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,9.0,"2004, July",July,2004.0,2004-07-01
Marvel,442170,Edward Mulligan (Earth-616),\/Edward_Mulligan_(Earth-616),,,Brown Eyes,No Hair,Male Characters,,Living Characters,9.0,"2004, October",October,2004.0,2004-10-01
Marvel,16686,Edward Tancredi (Earth-616),\/Edward_Tancredi_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,9.0,"2004, September",September,2004.0,2004-09-01
Marvel,242500,Hanna Levy (Earth-616),\/Hanna_Levy_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,9.0,"2004, August",August,2004.0,2004-08-01
Marvel,30314,Mar (Earth-616),\/Mar_(Earth-616),Secret Identity,,White Eyes,Green Hair,Female Characters,,Living Characters,9.0,"2004, August",August,2004.0,2004-08-01
Marvel,15932,Mark Sheppard (Earth-616),\/Mark_Sheppard_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,"2004, June",June,2004.0,2004-06-01
Marvel,16793,Native (Earth-616),\/Native_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,9.0,"2004, June",June,2004.0,2004-06-01
Marvel,127560,Thunder (Major Mapleleaf) (Earth-616),\/Thunder_(Major_Mapleleaf)_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,"2004, May",May,2004.0,2004-05-01
Marvel,73692,Gabriel Vargas (Earth-616),\/Gabriel_Vargas_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,"2005, December",December,2005.0,2005-12-01
Marvel,442705,Hunter (Pride) (Earth-616),\/Hunter_(Pride)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,9.0,"2005, September",September,2005.0,2005-09-01
Marvel,452774,Megan Kinney (Earth-616),\/Megan_Kinney_(Earth-616),Secret Identity,,Green Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"2005, March",March,2005.0,2005-03-01
Marvel,41596,Micah (Earth-616),\/Micah_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,9.0,"2005, December",December,2005.0,2005-12-01
Marvel,30405,Stretch (Earth-616),\/Stretch_(Earth-616),Secret Identity,,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2005, September",September,2005.0,2005-09-01
Marvel,92119,Stu Cicero (Earth-616),\/Stu_Cicero_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,9.0,"2005, April",April,2005.0,2005-04-01
Marvel,129835,Adam Harkins (Earth-616),\/Adam_Harkins_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,9.0,"2006, December",December,2006.0,2006-12-01
Marvel,101409,Cru (Earth-616),\/Cru_(Earth-616),Secret Identity,Good Characters,Red Eyes,White Hair,Female Characters,,Deceased Characters,9.0,"2006, June",June,2006.0,2006-06-01
Marvel,21627,Dirk Anger (Earth-616),\/Dirk_Anger_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2006, March",March,2006.0,2006-03-01
Marvel,20714,Jeremiah Muldoon (Earth-616),\/Jeremiah_Muldoon_(Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,9.0,"2006, March",March,2006.0,2006-03-01
Marvel,338852,Kerberos (Earth-616),\/Kerberos_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2006, January",January,2006.0,2006-01-01
Marvel,19387,Nathaniel Briggs (Earth-616),\/Nathaniel_Briggs_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,9.0,"2006, January",January,2006.0,2006-01-01
Marvel,68507,Dennis Murray (Earth-616),\/Dennis_Murray_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2007, September",September,2007.0,2007-09-01
Marvel,422703,Elizabeth Benning (Earth-616),\/Elizabeth_Benning_(Earth-616),,,,,Female Characters,,Living Characters,9.0,"2007, November",November,2007.0,2007-11-01
Marvel,84825,Leon Murtaugh (Earth-616),\/Leon_Murtaugh_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,9.0,"2007, September",September,2007.0,2007-09-01
Marvel,35918,Tinkabelinos Hardleg (Earth-616),\/Tinkabelinos_Hardleg_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,9.0,"2007, January",January,2007.0,2007-01-01
Marvel,122157,Blackagar Boltagon (Skrull) (Earth-616),\/Blackagar_Boltagon_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,9.0,"2008, January",January,2008.0,2008-01-01
Marvel,485977,Citadel (Earth-616),\/Citadel_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,9.0,"2008, September",September,2008.0,2008-09-01
Marvel,338510,Freak (Vagrant) (Earth-616),\/Freak_(Vagrant)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,9.0,"2008, February",February,2008.0,2008-02-01
Marvel,251009,James Madrox (Cortex) (Earth-616),\/James_Madrox_(Cortex)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2008, January",January,2008.0,2008-01-01
Marvel,297581,Argus (Earth-616),\/Argus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,"2009, June",June,2009.0,2009-06-01
Marvel,706346,Ashcroft (A.I.M.) (Earth-616),\/Ashcroft_(A.I.M.)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,9.0,"2009, November",November,2009.0,2009-11-01
Marvel,705620,Blake (A.I.M.) (Earth-616),\/Blake_(A.I.M.)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,9.0,"2009, September",September,2009.0,2009-09-01
Marvel,281438,Bouncing Betty (Earth-616),\/Bouncing_Betty_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,"2009, November",November,2009.0,2009-11-01
Marvel,401546,Gustavo Zapata (Earth-616),\/Gustavo_Zapata_(Earth-616),,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,9.0,"2009, April",April,2009.0,2009-04-01
Marvel,281434,Lobe (Earth-616),\/Lobe_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,9.0,"2009, November",November,2009.0,2009-11-01
Marvel,401544,Rigo Zapata (Earth-616),\/Rigo_Zapata_(Earth-616),,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,9.0,"2009, April",April,2009.0,2009-04-01
Marvel,339794,Twitchy (Earth-616),\/Twitchy_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,9.0,"2009, June",June,2009.0,2009-06-01
Marvel,263085,Unspoken (Earth-616),\/Unspoken_(Earth-616),Secret Identity,,Grey Eyes,Grey Hair,Male Characters,,Living Characters,9.0,"2009, September",September,2009.0,2009-09-01
Marvel,351861,Charles Ulysses (Earth-616),\/Charles_Ulysses_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,9.0,"2010, March",March,2010.0,2010-03-01
Marvel,401183,Eric Solvang (Earth-616),\/Eric_Solvang_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,511051,Founder (Red Right Hand) (Earth-616),\/Founder_(Red_Right_Hand)_(Earth-616),,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,511054,Ninja (Red Right Hand) (Earth-616),\/Ninja_(Red_Right_Hand)_(Earth-616),,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,511053,Old Woman (Red Right Hand) (Earth-616),\/Old_Woman_(Red_Right_Hand)_(Earth-616),,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,511055,Son (Red Right Hand) (Earth-616),\/Son_(Red_Right_Hand)_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,403437,William Downing (Earth-616),\/William_Downing_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,9.0,"2010, November",November,2010.0,2010-11-01
Marvel,342559,Xarus (Earth-616),\/Xarus_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,,Deceased Characters,9.0,"2010, August",August,2010.0,2010-08-01
Marvel,492424,Amanda von Doom (Earth-616),\/Amanda_von_Doom_(Earth-616),,,Brown Eyes,Black Hair,Female Characters,,Living Characters,9.0,"2011, December",December,2011.0,2011-12-01
Marvel,522094,Buck Lime (Earth-616),\/Buck_Lime_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,9.0,"2011, September",September,2011.0,2011-09-01
Marvel,535600,Christian Poulsen (Earth-616),\/Christian_Poulsen_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,9.0,"2011, October",October,2011.0,2011-10-01
Marvel,458949,Hel Wolf (Earth-616),\/Hel_Wolf_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,9.0,"2011, July",July,2011.0,2011-07-01
Marvel,407700,Sanjar Javeed (Earth-616),\/Sanjar_Javeed_(Earth-616),Secret Identity,,Black Eyes,Bald,Male Characters,,Living Characters,9.0,"2011, January",January,2011.0,2011-01-01
Marvel,512835,Scorn (Symbiote) (Earth-616),\/Scorn_(Symbiote)_(Earth-616),,Good Characters,White Eyes,Bald,Agender Characters,,Living Characters,9.0,"2011, February",February,2011.0,2011-02-01
Marvel,419384,Winsor (Earth-616),\/Winsor_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,9.0,"2011, February",February,2011.0,2011-02-01
Marvel,570617,Joelle (Earth-616),\/Joelle_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,"2012, October",October,2012.0,2012-10-01
Marvel,523600,Sigurd (Bor) (Earth-616),\/Sigurd_(Bor)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,"2012, January",January,2012.0,2012-01-01
Marvel,512287,Weapon III (Earth-616),\/Weapon_III_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,9.0,"2012, April",April,2012.0,2012-04-01
Marvel,623407,Agent Gorman (Earth-616),\/Agent_Gorman_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,"2013, January",January,2013.0,2013-01-01
Marvel,639778,Carrie (Nova) (Earth-616),\/Carrie_(Nova)_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,9.0,"2013, April",April,2013.0,2013-04-01
Marvel,591378,Charles Cotta (Earth-616),\/Charles_Cotta_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,9.0,"2013, May",May,2013.0,2013-05-01
Marvel,564728,Gorr (God Butcher) (Earth-616),\/Gorr_(God_Butcher)_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,9.0,"2013, January",January,2013.0,2013-01-01
Marvel,18413,Henry Ackerdson (Earth-616),\/Henry_Ackerdson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,674333,Abigail Burns (Earth-616),\/Abigail_Burns_(Earth-616),No Dual Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,702973,Faira Sar Namora (Earth-616),\/Faira_Sar_Namora_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,679249,Gordon Nobili (Earth-616),\/Gordon_Nobili_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,703901,Offer (Earth-616),\/Offer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,729887,Patriot (Entity) (Earth-616),\/Patriot_(Entity)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,9.0,"NA, NA",,,
Marvel,15508,Carl Burgess (Earth-616),\/Carl_Burgess_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,8.0,"1940, June",June,1940.0,1940-06-01
Marvel,237813,Marvex the Super-Robot (Earth-616),\/Marvex_the_Super-Robot_(Earth-616),,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,8.0,"1940, April",April,1940.0,1940-04-01
Marvel,98847,Don Stevens (Earth-616),\/Don_Stevens_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,8.0,"1941, August",August,1941.0,1941-08-01
Marvel,454851,Florence von Ward (Earth-616),\/Florence_von_Ward_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,8.0,"1941, October",October,1941.0,1941-10-01
Marvel,454140,Jerry Hunter (Earth-616),\/Jerry_Hunter_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,8.0,"1941, August",August,1941.0,1941-08-01
Marvel,483808,Albert Jones (Earth-616),\/Albert_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,8.0,"1942, December",December,1942.0,1942-12-01
Marvel,474499,Jeff Dix (Earth-616),\/Jeff_Dix_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,8.0,"1942, May",May,1942.0,1942-05-01
Marvel,1333,John Watkins (Earth-616),\/John_Watkins_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,8.0,"1942, January",January,1942.0,1942-01-01
Marvel,521367,Louis Remiens (Earth-616),\/Louis_Remiens_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,8.0,"1946, September",September,1946.0,1946-09-01
Marvel,522030,Rex Herr (Earth-616),\/Rex_Herr_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,8.0,"1946, November",November,1946.0,1946-11-01
Marvel,430857,Richard I (Earth-616),\/Richard_I_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,8.0,"1949, January",January,1949.0,1949-01-01
Marvel,554033,Rusty Randolph (Earth-616),\/Rusty_Randolph_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,8.0,"1949, April",April,1949.0,1949-04-01
Marvel,564623,Major Cullen (Earth-616),\/Major_Cullen_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,8.0,"1951, March",March,1951.0,1951-03-01
Marvel,54656,Donna Garth (Earth-616),\/Donna_Garth_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,8.0,"1953, July",July,1953.0,1953-07-01
Marvel,17512,Man-oo (Earth-616),\/Man-oo_(Earth-616),,,Brown Eyes,Brown Hair,,,Living Characters,8.0,"1954, October",October,1954.0,1954-10-01
Marvel,241891,Philip Wing (Earth-616),\/Philip_Wing_(Earth-616),,Bad Characters,White Eyes,Bald,Male Characters,,Deceased Characters,8.0,"1954, July",July,1954.0,1954-07-01
Marvel,240405,Waku (Earth-616),\/Waku_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,8.0,"1954, September",September,1954.0,1954-09-01
Marvel,45214,Droom (Earth-616),\/Droom_(Earth-616),Public Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,8.0,"1960, May",May,1960.0,1960-05-01
Marvel,260742,Orrgo (Earth-616),\/Orrgo_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,8.0,"1961, November",November,1961.0,1961-11-01
Marvel,16074,Rorgg (Earth-616),\/Rorgg_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,8.0,"1961, January",January,1961.0,1961-01-01
Marvel,289554,"Benjamin Grimm (Skrull, Cow) (Earth-616)","\/Benjamin_Grimm_(Skrull,_Cow)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,8.0,"1962, January",January,1962.0,1962-01-01
