call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WTRI,1520 AM,Brunswick,1520 Radio Asia LLC,Bollywood,Maryland,,,,,
WTTR,1470 AM,Westminster,"Hilltop Communications, LLC",Full service,Maryland,,,,,
WTTZ-LP,93.5 FM,Baltimore,"State of Maryland, MDOT, Maryland Transit Administration",Traffic Info/Smooth jazz,Maryland,,,,,
WVTO-LP,92.7 FM,Baltimore,The Benedictine Society of Baltimore City,Christian,Maryland,,,,,
WWEG,106.9 FM,Myersville,"Manning Broadcasting, Inc.",Classic hits,Maryland,39806.0,FM,MANNING BROADCASTING INC.,LICENSED,Click for Details
WWFD,820 AM,Frederick,"Washington Dc FCC License Sub, LLC",Freeform,Maryland,,,,,
WWFG,99.9 FM,Ocean City,"iHM Licenses, LLC",Country,Maryland,,,,,
WWGB,1030 AM,Indian Head,"Good Body Media, LLC",Spanish religious,Maryland,,,,,
WWIN,1400 AM,Baltimore,"Radio One Licenses, LLC",Urban gospel,Maryland,,,,,
WWIN-FM,95.9 FM,Glen Burnie,"Radio One Licenses, LLC",Urban adult contemporary,Maryland,54710.0,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WWMX,106.5 FM,Baltimore,"Audacy License, LLC",Hot adult contemporary,Maryland,74196.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWOP-LP,100.3 FM,Ocean City,Town of Ocean City,Emergency Information,Maryland,,,,,
WWPN,101.1 FM,Westernport,Ernest F. Santmyire,Contemporary Christian,Maryland,,,,,
WWRC,570 AM,Bethesda,"Caron Broadcasting, Inc.",Conservative talk,Maryland,,,,,
WXCY-FM,103.7 FM,Havre De Grace,"FM Radio Licenses, LLC",Country,Maryland,,,,,
WXMD,89.7 FM,California,"Redeemer Broadcasting, Inc.",Christian,Maryland,,,,,
WXSU-LP,96.3 FM,Salisbury,Salisbury University,Adult Alternative,Maryland,,,,,
WYPF,88.1 FM,Frederick,Your Public Radio Corporation,Public radio,Maryland,,,,,
WYPO,106.9 FM,Ocean City,WYPR License Holding LLC,Public radio,Maryland,,,,,
WYPR,88.1 FM,Baltimore,WYPR License Holding LLC,Public radio,Maryland,65753.0,FM,WYPR LICENSE HOLDING LLC,LICENSED,Click for Details
WYRE,810 AM,Annapolis,Bay Broadcasting Corporation,Oldies,Maryland,,,,,
WYZT-LP,104.7 FM,Annapolis,"Maryland Hall for the Creative Arts, Inc.",Variety,Maryland,,,,,
WZBA,100.7 FM,Westminster,"Shamrock Communications, Inc.",Classic rock,Maryland,,,,,
WZFT,104.3 FM,Baltimore,"iHM Licenses, LLC",Top 40 (CHR),Maryland,8684.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZHF,1390 AM,Capitol Heights,"Way Broadcasting Licensee, LLC",Russian,Maryland,,,,,
WZXH,91.7 FM,Hagerstown,Four Rivers Community Broadcasting Corp.,Christian adult contemporary,Maryland,,,,,
WACE,730 AM,Chicopee,Carter Broadcasting Corporation,Christian radio,Massachusetts,,,,,
WACF-LP,98.1 FM,Brookfield,"A.P.P.L.E. Seed, Inc.",Variety,Massachusetts,,,,,
WACM,1270 AM,Springfield,Red Wolf Broadcasting Corporation,Oldies,Massachusetts,,,,,
WAEM-LP,94.9 FM,Acton,"Town of Acton, Massachusetts",Variety,Massachusetts,,,,,
WAIC,91.9 FM,Springfield,American International College,College radio,Massachusetts,,,,,
WAIY-LP,107.7 FM,Belchertown,Dwight Chapel Inc.,Religious Teaching,Massachusetts,,,,,
WAMG,890 AM,Dedham,Gois Broadcasting Boston LLC,Spanish,Massachusetts,,,,,
WAMH,89.3 FM,Amherst,Trustees of Amherst College,College radio,Massachusetts,,,,,
WAMQ,105.1 FM,Great Barrington,WAMC,Public radio,Massachusetts,70847.0,FM,WAMC,LICENSED,Click for Details
WAQY,102.1 FM,Springfield,"Saga Communications of New England, LLC",Classic rock,Massachusetts,58551.0,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WARA,1320 AM,Attleboro,"Attleboro Access Cable Systems, Inc.",Community radio,Massachusetts,,,,,
WARE,1250 AM,Ware,"Success Signal Broadcasting, Inc.",Classic hits,Massachusetts,,,,,
WATD-FM,95.9 FM,Marshfield,"Marshfield Broadcasting Co., Inc.",Adult contemporary,Massachusetts,,,,,
WAVM,91.7 FM,Maynard,Maynard School Committee,High school radio,Massachusetts,,,,,
WAZK,97.7 FM,Nantucket,"Nantucket Radio, LLC",Adult hits,Massachusetts,,,,,
WAZN,1470 AM,Watertown,"Multicultural Radio Broadcasting Licensee, LLC",Ethnic,Massachusetts,,,,,
WBAS,1240 AM,West Yarmouth,"Bob Bittner Broadcasting, Inc.",Silent,Massachusetts,,,,,
WBCA-LP,102.9 FM,Boston,City of Boston,Variety,Massachusetts,,,,,
WBCR-LP,97.7 FM,Great Barrington,Berkshire Community Radio Alliance,Variety,Massachusetts,,,,,
WBEC,1420 AM,Pittsfield,"Townsquare Media Pittsfield License, LLC",News Talk Information,Massachusetts,,,,,
WBEC-FM,95.9 FM,Pittsfield,"Townsquare Media Pittsfield License, LLC",Adult top 40,Massachusetts,,,,,
WBGB,103.3 FM,Boston,"Audacy License, LLC",Adult hits,Massachusetts,9639.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBIM-FM,91.5 FM,Bridgewater,Bridgewater State College,"College radio, Alternative",Massachusetts,,,,,
WBIX,1260 AM,Boston,"International Church of the Grace of God, Inc.",Portuguese,Massachusetts,,,,,
WBMS,1460 AM,Brockton,"Marshfield Broadcasting Co., Inc.",Adult contemporary,Massachusetts,,,,,
WBMT,88.3 FM,Boxford,Masconomet Regional School System,Album-oriented rock,Massachusetts,,,,,
WBNU-LP,102.9 FM,Framingham,St. Stephen Parish Framingham Educational Radio Association,Spanish Religious,Massachusetts,,,,,
WBNW,1120 AM,Concord,"Money Matters Radio, Inc.",Business Talk,Massachusetts,,,,,
WBOQ,104.9 FM,Gloucester,Westport Communications Limited Partnership,Contemporary Christian (K-Love),Massachusetts,,,,,
WBOS,92.9 FM,Brookline,"Beasley Media Group, LLC",Classic rock,Massachusetts,23439.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WBPG-LP,102.9 FM,Dorchester,Global Ministries Christian Church,Urban Gospel,Massachusetts,,,,,
WBPR,91.9 FM,Worcester,University of Massachusetts,Adult album alternative,Massachusetts,69163.0,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WBQT,96.9 FM,Boston,"Beasley Media Group, LLC",Rhythmic Hot AC,Massachusetts,25050.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WBRK,1340 AM,Pittsfield,"WBRK, Inc.",Classic hits,Massachusetts,,,,,
WBRK-FM,101.7 FM,Pittsfield,"WBRK, Inc.",Hot adult contemporary,Massachusetts,,,,,
WBRS,100.1 FM,Waltham,Brandeis University,College radio,Massachusetts,,,,,
WBSL-FM,91.7 FM,Sheffield,"The Berkshire School, Inc.",Variety,Massachusetts,,,,,
WBSM,1420 AM,New Bedford,"Townsquare Media New Bedford License, LLC",Talk,Massachusetts,,,,,
WBUA,92.7 FM,Tisbury,The Trustees of Boston University,Public radio,Massachusetts,,,,,
WBUH,89.1 FM,Brewster,Trustees of Boston University,Public radio,Massachusetts,,,,,
WBUR-FM,90.9 FM,Boston,The Trustees of Boston University,News/Talk,Massachusetts,68241.0,FM,THE TRUSTEES OF BOSTON UNIVERSITY,LICENSED,Click for Details
WBWL,101.7 FM,Lynn,"iHM Licenses, LLC",Country,Massachusetts,40824.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBZ,1030 AM,Boston,"iHM Licenses, LLC",News/Talk,Massachusetts,,,,,
WBZ-FM,98.5 FM,Boston,"Beasley Media Group Licenses, LLC",Sports,Massachusetts,1901.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WCAI,90.1 FM,Woods Hole,WGBH Educational Foundation,Public radio,Massachusetts,8566.0,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WCAP,980 AM,Lowell,"Merrimack Valley Radio, LLC",Talk/Oldies,Massachusetts,,,,,
WCCH,103.5 FM,Holyoke,Holyoke Community College,College radio,Massachusetts,,,,,
WCCM,1490 AM,Haverhill,Costa-Eagle Radio Ventures Limited Partnership,Spanish CHR,Massachusetts,,,,,
WCCT-FM,90.3 FM,Harwich,Cape Cod Regional Tech High School,Public radio,Massachusetts,,,,,
WCDV-LP,89.3 FM,Lynn,Iglesia Christiana Torrente de Cedron,Spanish religious,Massachusetts,,,,,
WCFM,91.9 FM,Williamstown,The President & Trustees of Williams College,Variety,Massachusetts,,,,,
WCHC,88.1 FM,Worcester,College of the Holy Cross,College radio,Massachusetts,,,,,
WCIB,101.9 FM,Falmouth,"iHM Licenses, LLC",Classic hits,Massachusetts,,,,,
WCMX,1000 AM,Leominster,"Twin City Baptist Temple, Inc.",Christian,Massachusetts,,,,,
WCOD-FM,106.1 FM,Hyannis,"iHM Licenses, LLC",Hot adult contemporary,Massachusetts,,,,,
WCRB,99.5 FM,Lowell,WGBH Educational Foundation,Classical,Massachusetts,23441.0,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WCRN,830 AM,Worcester,Carter Broadcasting Corporation,Talk,Massachusetts,,,,,
WCTK,98.1 FM,New Bedford,"Hall Communications, Inc.",Country Music,Massachusetts,25869.0,FM,"HALL COMMUNICATIONS, INC.",LICENSED,Click for Details
WCUW,91.3 FM,Worcester,"WUW, Inc.",Educational,Massachusetts,,,,,
WDJM-FM,91.3 FM,Framingham,Framingham State College,College radio,Massachusetts,,,,,
WEEI,850 AM,Boston,"Audacy License, LLC",Sports gambling,Massachusetts,,,,,
WEEI-FM,93.7 FM,Lawrence,"Audacy License, LLC",Sports,Massachusetts,1919.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WEIB,106.3 FM,Northampton,"Cutting Edge Broadcasting, Inc.",New AC (NAC)/Smooth jazz,Massachusetts,,,,,
WEII,96.3 FM,Dennis,"iHM Licenses, LLC",Sports,Massachusetts,,,,,
WERS,88.9 FM,Boston,Emerson College,Adult Album Alternative,Massachusetts,19482.0,FM,EMERSON COLLEGE,LICENSED,Click for Details
WESO,970 AM,Southbridge,"Emmanuel Communications, Inc.",Catholic,Massachusetts,,,,,
WESX,1230 AM,Salem,"Real Media Group, LLC",Ethnic,Massachusetts,,,,,
WEZE,590 AM,Boston,"Caron Broadcasting, Inc.",Religion,Massachusetts,,,,,
WFCC-FM,107.5 FM,Chatham,"Cape Cod Broadcasting License I, LLC",Classical,Massachusetts,,,,,
WFCR,88.5 FM,Amherst,University of Massachusetts,Public radio,Massachusetts,69304.0,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WFGL,960 AM,Fitchburg,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WFHL,88.1 FM,New Bedford,"New Bedford Christian Radio, Inc.",Ethnic,Massachusetts,,,,,
WFHN,107.1 FM,Fairhaven,"Townsquare Media New Bedford License, LLC",Rhythmic contemporary hit radio,Massachusetts,,,,,
WFMR,91.3 FM,Orleans,"Lower Cape Communications, Inc.",Community radio,Massachusetts,,,,,
WFPB,1170 AM,Orleans,University of Massachusetts,Adult album alternative,Massachusetts,,,,,
WFPB-FM,91.9 FM,Falmouth,University of Massachusetts,Adult album alternative,Massachusetts,69057.0,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WFPR-LP,102.9 FM,Franklin,"Franklin Community Cable Access, Inc.",Variety,Massachusetts,,,,,
WFRQ,93.5 FM,Harwich Port,"CodComm, Inc.",Classic hits,Massachusetts,,,,,
WGAO,88.3 FM,Franklin,Dean College,College radio,Massachusetts,,,,,
WGAW,1340 AM,Gardner,"County Broadcasting Company, LLC",News/talk,Massachusetts,,,,,
WGBH,89.7 FM,Boston,WGBH Educational Foundation,Public radio,Massachusetts,70510.0,FM,WGBH EDUCATIONAL FOUNDATION,LICENSED,Click for Details
WGTX,102.3 FM,Truro,Dunes 102FM LLC,Classic hits,Massachusetts,,,,,
WGUA-LP,98.1 FM,Lawrence,St. Patrick Parish Lawrence Educational Radio Association,Spanish Catholic,Massachusetts,,,,,
WHAB,89.1 FM,Acton,Acton-Boxborough Regional School District,High school radio,Massachusetts,,,,,
WHAI,98.3 FM,Greenfield,"Saga Communications of New England, LLC",Adult contemporary,Massachusetts,,,,,
WHAV-LP,97.9 FM,Haverhill,"Public Media of New England, Inc.",Variety,Massachusetts,,,,,
WHHB,99.9 FM,Holliston,Holliston High School,High school radio,Massachusetts,,,,,
WHLL,1450 AM,Springfield,"Audacy License, LLC",Country,Massachusetts,,,,,
WHMP,1400 AM,Northampton,"Saga Communications of New England, LLC",News/talk,Massachusetts,,,,,
WHMQ,1240 AM,Greenfield,"Saga Communications of New England, LLC",News/talk,Massachusetts,,,,,
WHRB,95.3 FM,Cambridge,"Harvard Radio Broadcasting Co., Inc.",College radio,Massachusetts,,,,,
WHTB,1400 AM,Fall River,"SNE Broadcasting, Ltd.",Portuguese,Massachusetts,,,,,
WHYA,101.1 FM,Mashpee,"CodComm, Inc.",Top 40 (CHR),Massachusetts,,,,,
WHYN,560 AM,Springfield,"iHM Licenses, LLC",News/talk,Massachusetts,,,,,
WHYN-FM,93.1 FM,Springfield,"iHM Licenses, LLC",Hot adult contemporary,Massachusetts,55758.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WICN,90.5 FM,Worcester,"WICN Public Radio, Inc",Jazz,Massachusetts,72379.0,FM,"WICN PUBLIC RADIO, INC",LICENSED,Click for Details
WILD,1090 AM,Boston,"Blount Masscom, Inc.",Christian,Massachusetts,,,,,
WIOM-LP,101.7 FM,Springfield,Media Preservation Foundation,Adult contemporary,Massachusetts,,,,,
WIQH,88.3 FM,Concord,Concord-Carlisle Regional School District,High school radio,Massachusetts,,,,,
WIZZ,1520 AM,Greenfield,"Saga Communications of New England, LLC",Oldies,Massachusetts,,,,,
WJDA,1300 AM,Quincy,"Real Media Group, LLC",Ethnic,Massachusetts,,,,,
WJFD-FM,97.3 FM,New Bedford,"WJFD-FM, Inc.",Portuguese,Massachusetts,,,,,
WJIB,740 AM,Cambridge,"Bob Bittner Broadcasting, Inc.",Adult standards,Massachusetts,,,,,
WJJW,91.1 FM,North Adams,Massachusetts College,College radio,Massachusetts,,,,,
WJMN,94.5 FM,Boston,"iHM Licenses, LLC",Rhythmic contemporary hit radio,Massachusetts,53972.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJNF,91.7 FM,Dalton,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WJOP-LP,96.3 FM,Newburyport,Newburyport Community Media Center,Variety,Massachusetts,,,,,
WJWT,91.7 FM,Gardner,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WKFY,98.7 FM,East Harwich,"CodComm, Inc.",Soft adult contemporary,Massachusetts,,,,,
WKGT-LP,104.7 FM,North Adams,Gospel Train Ministry,Christian,Massachusetts,,,,,
WKKL,90.7 FM,West Barnstable,Cape Cod Community College,Classic alternative,Massachusetts,,,,,
WKLB-FM,102.5 FM,Waltham,"Beasley Media Group, LLC",Country,Massachusetts,10542.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WKMY,99.9 FM,Athol,Educational Media Foundation,Contemporary Christian (K-Love),Massachusetts,,,,,
WKOX,1430 AM,Everett,Delmarva Educational Association,Spanish Christian,Massachusetts,,,,,
WKPE-FM,103.9 FM,South Yarmouth,Sandab Communication Limited Partnership II,Country,Massachusetts,,,,,
WKVB,107.3 FM,Westborough,Educational Media Foundation,Contemporary Christian (K-Love),Massachusetts,74467.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WLAS-LP,102.9 FM,Auburndale,Lasell College Radio,Alternative/College Radio,Massachusetts,,,,,
WLCQ-LP,99.7 FM,Feeding Hills,Lighthouse Christian Center,Christian rock,Massachusetts,,,,,
WLHZ-LP,107.9 FM,Springfield,La Hora Ministerio,Spanish religious,Massachusetts,,,,,
WLLH,1400 AM,Lawrence/Lowell,Gois Broadcasting Boston LLC,Spanish,Massachusetts,,,,,
WLPV-LP,107.9 FM,Greenfield,Living Waters Assembly of God,Religious Teaching,Massachusetts,,,,,
WLPZ-LP,95.1 FM,Leominster,City of Leominster,Variety,Massachusetts,,,,,
WLYN,1360 AM,Lynn,"Multicultural Radio Broadcasting Licensee, LLC",Ethnic,Massachusetts,,,,,
WLZX,1600 AM,East Longmeadow,"Saga Communications of New England, LLC",Active rock,Massachusetts,,,,,
WLZX-FM,99.3 FM,Northampton,"Saga Communications of New England, LLC",Active rock,Massachusetts,46963.0,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WMBR,88.1 FM,Cambridge,Technology Broadcasting Corporation,College radio,Massachusetts,,,,,
WMCB-LP,107.9 FM,Greenfield,"Greenfield Community Television, Inc.",Variety,Massachusetts,,,,,
WMEX,1510 AM,Quincy,"Marshfield Broadcasting Co., Inc.",Oldies,Massachusetts,,,,,
WMFO,91.5 FM,Medford,Tufts University,College radio,Massachusetts,,,,,
WMHC,91.5 FM,South Hadley,Trustees of Mount Holyoke College,College radio,Massachusetts,,,,,
WMJX,106.7 FM,Boston,"Audacy License, LLC",Adult contemporary,Massachusetts,25052.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMLN-FM,91.5 FM,Milton,Curry College,College radio,Massachusetts,,,,,
WMNB-LP,107.1 FM,North Adams,Northern Berkshire Community Television Corporation,Variety,Massachusetts,,,,,
WMRC,1490 AM,Milford,First Class Radio Corp.,Classic hits,Massachusetts,,,,,
WMUA,91.1 FM,Amherst,University of Massachusetts,College radio,Massachusetts,,,,,
WMVY,88.7 FM,Edgartown,"Friends of Mvyradio, Inc.",Adult album alternative,Massachusetts,,,,,
WMWM,91.7 FM,Salem,Salem State College Board of Trustees,College radio,Massachusetts,,,,,
WNAN,91.1 FM,Nantucket,WGBH Educational Foundation,Public radio,Massachusetts,,,,,
WNAW,1230 AM,North Adams,"Townsquare Media Pittsfield License, LLC",Country,Massachusetts,,,,,
WNBH,1340 AM,New Bedford,"Hall Communications, Inc.",Classic hits,Massachusetts,,,,,
WNBP,1450 AM,Newburyport,Bloomberg Radio Newburyport LLC,Business news,Massachusetts,,,,,
WNCK,89.5 FM,Nantucket,Nantucket Public Radio Inc,Country,Massachusetts,,,,,
WNEB,1230 AM,Worcester,"Emmanuel Communications, Inc.",Catholic,Massachusetts,,,,,
WNEF,91.7 FM,Newburyport,University of Massachusetts,Adult album alternative,Massachusetts,93889.0,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WNGB,91.3 FM,Petersham,Northeast Gospel Broadcasting Inc.,Contemporary Christian,Massachusetts,,,,,
WNNI,98.9 FM,Adams,"New England Public Radio Foundation, Inc.",Public radio,Massachusetts,,,,,
WNNU,89.5 FM,Great Barrington,"New England Public Radio Foundation, Inc.",Public radio,Massachusetts,,,,,
WNNW,800 AM,Lawrence,Costa-Eagle Radio Ventures Limited Partnership,Spanish,Massachusetts,,,,,
WNNZ,640 AM,Westfield,New England Public Radio Foundation Inc.,N.P.R.,Massachusetts,,,,,
WNNZ-FM,91.7 FM,Deerfield,New England Public Radio Foundation Inc.,N.P.R.,Massachusetts,,,,,
WNPD-LP,105.5 FM,Nantucket,Town of Nantucket Police Department,Emergency Info,Massachusetts,,,,,
WNRC-LP,97.5 FM,Dudley,Nichols College,Variety,Massachusetts,,,,,
WNTN,1550 AM,Cambridge,"Delta Communications, LLC",Ethnic,Massachusetts,,,,,
WOCN-FM,104.7 FM,Orleans,"Cape Cod Broadcasting License II, LLC",Soft adult contemporary,Massachusetts,,,,,
WOMR,92.1 FM,Provincetown,"Lower Cape Communications, Inc.",Community radio,Massachusetts,38905.0,FM,"LOWER CAPE COMMUNICATIONS, INC.",LICENSED,Click for Details
WORC,1310 AM,Worcester,Gois Broadcasting LLC,Spanish,Massachusetts,,,,,
WORC-FM,98.9 FM,Webster,"Radio License Holding CBC, LLC",Country,Massachusetts,,,,,
WOZQ,91.9 FM,Northampton,Trustees of the Smith College,College radio,Massachusetts,,,,,
WPKZ,1280 AM,Fitchburg,"K-Zone Media Group, LLC",News Talk Information,Massachusetts,,,,,
WPLM,1390 AM,Plymouth,"Plymouth Rock Broadcasting Co., Inc.",Adult contemporary,Massachusetts,,,,,
WPLM-FM,99.1 FM,Plymouth,"Plymouth Rock Broadcasting Co., Inc.",Adult contemporary,Massachusetts,,,,,
WPMW,88.5 FM,Bayview,"Academy of the Immaculate, Inc.",Catholic,Massachusetts,,,,,
WPVQ,700 AM,Orange-Athol,"Saga Communications of New England, LLC",Classic country,Massachusetts,,,,,
WPVQ-FM,95.3 FM,Greenfield,"Saga Communications of New England, LLC",Country,Massachusetts,54780.0,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WPXC,102.9 FM,Hyannis,"CodComm, Inc.",Mainstream rock,Massachusetts,54620.0,FM,Coxswain Media LLC,LICENSED,Click for Details
WQEB-LP,99.9 FM,Winchester,Winchester School of Chinese Culture,,Massachusetts,,,,,
WQOM,1060 AM,Natick,Holy Family Communications,Catholic,Massachusetts,,,,,
WQPH,89.3 FM,Shirley,"Prayers for Life, Inc.",Catholic,Massachusetts,,,,,
WQRC,99.9 FM,Barnstable,Sandab Communication Limited Partnership II,Hot adult contemporary,Massachusetts,,,,,
WQVR,940 AM,Webster,"Quinebaug Valley Broadcasting, LLC",Classic hits,Massachusetts,,,,,
WRBB,104.9 FM,Boston,Northeastern University,College radio,Massachusetts,,,,,
WRCA,1330 AM,Waltham,"Beasley Media Group, LLC",Financial news,Massachusetts,,,,,
WREA-LP,104.9 FM,Holyoke,Radio Redentor,Spanish religious,Massachusetts,,,,,
WRKO,680 AM,Boston,"iHM Licenses, LLC",Talk,Massachusetts,,,,,
WRNX,100.9 FM,Amherst,"iHM Licenses, LLC",Country,Massachusetts,25906.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WROL,950 AM,Boston,"Salem Media Group, LLC",Religious,Massachusetts,,,,,
WROR-FM,105.7 FM,Framingham,"Beasley Media Group, LLC",Classic hits,Massachusetts,20438.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRPS,88.3 FM,Rockland,Rockland Public Schools,High school radio,Massachusetts,,,,,
WRRS,88.5 FM,Middleborough Center,"Talking Information Center, Incorporated",Reading for the blind,Massachusetts,,,,,
WRRS-LP,104.3 FM,Pittsfield,"Berkshire Benevolent Association for the Blind, Inc.",Reading for the Blind,Massachusetts,,,,,
WRSI,93.9 FM,Turners Falls,Saga,Adult album alternative,Massachusetts,,,,,
WRWX,91.1 FM,Winchendon,Educational Media Foundation,Christian worship (Air1),Massachusetts,,,,,
WRYP,90.1 FM,Wellfleet,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WSAR,1480 AM,Fall River,"Bristol County Broadcasting, Inc.",News/Talk,Massachusetts,,,,,
WSBS,860 AM,Great Barrington,"Townsquare Media Pittsfield License, LLC",Adult contemporary,Massachusetts,,,,,
WSCB,89.9 FM,Springfield,The President & Trustee of Springfield College,College radio,Massachusetts,,,,,
WSDH,91.5 FM,Sandwich,"Sandwich, Massachusetts Public Schools",Public radio,Massachusetts,,,,,
WSHL-FM,91.3 FM,Easton,"Stonehill College, Inc.","College, alternative",Massachusetts,,,,,
WSKB,89.5 FM,Westfield,Trustees of Westfield State College,College radio,Massachusetts,,,,,
WSMA,90.5 FM,Scituate,CSN International,Religious (CSN International),Massachusetts,,,,,
WSNE-FM,93.3 FM,Taunton,"iHM Licenses, LLC",Hot adult contemporary,Massachusetts,74069.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSPR,1490 AM,West Springfield,Red Wolf Broadcasting Corporation,Spanish Tropical,Massachusetts,,,,,
WSRO,650 AM,Ashland,"Langer Broadcasting Group, LLC",Jazz standards,Massachusetts,,,,,
WSRS,96.1 FM,Worcester,"iHM Licenses, LLC",Adult contemporary,Massachusetts,35225.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTAG,580 AM,Worcester,"iHM Licenses, LLC",News/Talk,Massachusetts,,,,,
WTBR-FM,89.7 FM,Pittsfield,Pittsfield Public School Committee,Classic rock,Massachusetts,,,,,
WTCC,90.7 FM,Springfield,Springfield Technical Community College,College radio,Massachusetts,62018.0,FM,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,LICENSED,Click for Details
WTKL,91.1 FM,North Dartmouth,Educational Media Foundation,Contemporary Christian (K-Love),Massachusetts,,,,,
WTYN,91.7 FM,Lunenburg,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WUBG,1570 AM,Methuen,Costa-Eagle Radio Ventures Limited Partnership,Contemporary Christian (K-Love),Massachusetts,,,,,
WUMB-FM,91.9 FM,Boston,University of Massachusetts,Adult album alternative,Massachusetts,66578.0,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WUMG,91.7 FM,Stow,University of Massachusetts,Adult album alternative,Massachusetts,,,,,
WUML,91.5 FM,Lowell,"University of Massachusetts, Lowell",College radio,Massachusetts,,,,,
WUMT,91.7 FM,Marshfield,University of Massachusetts,Folk,Massachusetts,,,,,
WUMZ,91.5 FM,Gloucester,University of Massachusetts,Adult album alternative,Massachusetts,,,,,
WUNR,1600 AM,Brookline,"Champion Broadcasting Systems, Inc.",Ethnic,Massachusetts,,,,,
WUPE,1110 AM,Pittsfield,"Townsquare Media Pittsfield License, LLC",Classic hits,Massachusetts,,,,,
WUPE-FM,100.1 FM,North Adams,"Townsquare Media Pittsfield License, LLC",Classic hits,Massachusetts,,,,,
WUTY-LP,97.9 FM,Worcester,"Pride Productions, Inc.",,Massachusetts,,,,,
WVAO-LP,105.9 FM,Athol,"Athol Orange Community Television, Inc.",Variety,Massachusetts,,,,,
WVBF,1530 AM,Middleborough Center,"MRP Communications and Consulting, LLC",Talking Information Center,Massachusetts,,,,,
WVDP-LP,102.9 FM,Templeton,"Templeton Biblical Educational Society, Incorporated",Religious Teaching,Massachusetts,,,,,
WVEI,1440 AM,Worcester,"Audacy License, LLC",Sports,Massachusetts,,,,,
WVNE,760 AM,Leicester,"Blount Masscom, Inc.",Christian,Massachusetts,,,,,
WVVY-LP,96.7 FM,Tisbury,Martha's Vineyard Community Radio Inc.,Variety,Massachusetts,,,,,
WWBX,104.1 FM,Boston,"Audacy License, LLC",Hot adult contemporary,Massachusetts,26897.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWDJ,1150 AM,Boston,"Relevant Radio, Inc.",Catholic,Massachusetts,,,,,
WWEI,105.5 FM,Easthampton,"Audacy License, LLC",Sports,Massachusetts,11295.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WWFX,100.1 FM,Southbridge,"Radio License Holding CBC, LLC",Classic rock,Massachusetts,,,,,
WWQZ,89.5 FM,Baptist Village,The Power Foundation,Christian,Massachusetts,,,,,
WWRN,88.5 FM,Rockport,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WXBJ-LP,94.1 FM,Salisbury,Good Neighbor Station Inc.,Oldies,Massachusetts,,,,,
WXKS,1200 AM,Newton,"iHM Licenses, LLC",Conservative talk,Massachusetts,,,,,
WXKS-FM,107.9 FM,Medford,"iHM Licenses, LLC",Top 40 (CHR),Massachusetts,53965.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WXLO,104.5 FM,Fitchburg,"Radio License Holding CBC, LLC",Hot adult contemporary,Massachusetts,,,,,
